FilePath,FileName,FileModifyDate,Frame,file,max_detection_conf,category,conf,bbox1,bbox2,bbox3,bbox4
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,0.324,1,0.105,0.7804,0.3958,0.04609,0.06805
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,0.324,1,0.324,0.7296,0.4583,0.06562,0.05277
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,0.0402,1,0.0082,0.5492,0.5375,0.04374,0.05277
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,0.0402,1,0.0122,0.4187,0.5319,0.07109,0.1097
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,0.0402,1,0.0133,0.02031,0.5847,0.05937,0.075
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,0.0402,1,0.0193,0.5492,0.5388,0.06718,0.07777
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg,0.0402,1,0.0402,0.4421,0.5319,0.04687,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,0.0569,1,0.00534,0.5492,0.5388,0.03593,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,0.0569,1,0.0146,0.02031,0.5833,0.06015,0.07638
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg,0.0569,1,0.0569,0.4421,0.5333,0.04531,0.04166
